Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Chance of Admit ,Year
842,312,92,4,4.1,2.0,7.137722427792126,0,0.43,2026
843,290,95,3,3.5,2.5,6.770432501974651,1,0.57,2026
844,290,100,1,4.5,3.0,7.419664883919417,1,0.64,2026
845,299,92,4,3.0,4.0,6.848574942960521,1,0.71,2026
846,290,93,5,2.9,4.5,6.907500548660829,0,0.77,2026
847,290,94,3,1.5,2.5,6.974195524758032,1,0.97,2026
848,293,102,1,3.0,3.5,7.003460913804386,1,0.96,2026
849,296,120,1,4.0,3.0,8.371635624612985,0,0.94,2026
850,290,111,3,3.0,4.1,7.419664883919417,0,0.53,2026
851,291,92,3,3.0,2.9,7.1289379389107195,0,0.72,2026
852,290,92,3,2.0,3.0,6.779645055715311,1,0.78,2026
853,291,92,2,5.0,2.4,6.943025269674121,0,0.47,2026
854,330,100,3,4.9,3.0,6.938222249351399,0,0.49,2026
855,290,92,2,4.1,2.0,7.2571896687523365,1,0.86,2026
856,340,93,4,2.8,4.5,7.917032095832215,0,0.62,2026
857,291,111,4,3.5,1.5,6.903505101453517,1,0.8,2026
858,303,113,4,4.6,3.0,6.9289356948577385,0,0.69,2026
859,290,111,1,4.0,4.5,6.862380480248276,0,0.94,2026
860,290,93,5,2.4,0.9,6.834237647612747,1,0.83,2026
861,303,100,1,2.9,2.5,6.915777934021025,1,0.69,2026
862,298,100,5,4.6,3.0,6.895792407785914,0,0.36,2026
863,290,92,1,4.4,4.0,7.622777173918918,1,0.58,2026
864,298,99,3,2.6,2.9,6.8007265637688175,1,0.92,2026
865,302,98,1,4.0,4.0,6.825901676619347,0,0.67,2026
866,290,95,1,3.4,2.5,6.834237647612747,1,0.69,2026
867,326,105,4,4.0,5.0,6.985527103824613,0,0.67,2026
868,295,102,4,3.9,4.0,6.892071903128496,1,0.9,2026
869,290,98,1,1.5,3.5,6.83876229680302,0,0.65,2026
870,290,105,5,5.0,2.6,6.799524419384827,0,0.66,2026
871,296,107,2,3.9,3.1,7.184257917216584,1,0.41,2026
872,290,99,2,2.0,1.9,6.856643492367219,1,0.71,2026
873,302,93,2,2.5,3.1,6.924448588083471,0,0.92,2026
874,292,105,3,3.6,4.5,6.9289356948577385,1,0.7,2026
875,291,104,1,2.9,2.5,7.174594046801474,0,0.83,2026
876,290,120,3,3.6,3.5,6.770213953967207,1,0.94,2026
877,299,92,2,2.5,4.5,7.873691185478082,1,0.8,2026
878,290,95,1,1.9,3.5,7.605552108541642,1,0.42,2026
879,290,115,2,2.0,3.5,7.111871821525246,1,0.77,2026
880,310,97,4,2.0,2.0,7.103585361473753,1,0.72,2026
881,322,118,4,3.9,3.0,8.583083767419094,1,0.66,2026
882,340,92,2,2.0,4.1,6.776006684707877,1,0.49,2026
883,330,92,2,2.4,3.0,7.0160647040971655,0,0.72,2026
884,292,109,4,3.4,5.0,6.963344929198626,1,0.75,2026
885,290,94,4,4.0,5.0,7.057170432404626,1,0.63,2026
886,310,98,5,3.9,3.0,7.103585361473753,0,0.86,2026
887,305,95,5,3.0,3.5,6.8220711484505445,1,0.42,2026
888,340,95,5,4.5,5.0,7.137722427792126,1,0.55,2026
889,295,118,5,2.0,4.0,9.072790502943759,0,0.94,2026
890,290,92,3,3.1,3.5,6.771492007573258,0,0.47,2026
891,291,107,2,2.0,3.0,6.775075497918577,0,0.51,2026
892,291,113,2,3.5,3.0,6.841118119729049,1,0.5,2026
893,310,102,2,1.9,3.5,6.9798002134176205,1,0.73,2026
894,290,95,4,3.5,3.5,7.5555375951221455,1,0.62,2026
895,290,92,4,3.5,4.1,7.462681612169447,1,0.97,2026
896,290,102,5,4.4,3.6,6.963344929198626,0,0.77,2026
897,310,96,1,3.0,3.0,8.343111004327376,1,0.96,2026
898,302,92,3,2.9,2.0,7.1941052772708165,0,0.9,2026
899,290,94,2,2.5,3.1,6.915777934021025,0,0.8,2026
900,291,118,5,2.0,3.5,7.5079436700563305,0,0.66,2026
901,291,93,2,4.5,4.5,7.0874937339732815,1,0.79,2026
902,291,92,1,4.0,3.0,6.788609122022462,0,0.96,2026
903,322,102,3,1.5,3.5,9.072790502943759,0,0.95,2026
904,290,92,5,2.5,3.4,8.287279103387206,0,0.67,2026
905,290,115,5,5.0,2.0,6.859475264902371,0,0.47,2026
906,290,111,1,1.5,3.0,9.271269157302081,1,0.74,2026
907,290,120,2,3.5,3.6,6.770942841249531,1,0.94,2026
908,322,115,1,2.5,2.5,7.873691185478082,1,0.67,2026
909,326,93,2,1.5,2.4,7.009696645954694,1,0.9,2026
910,290,93,3,3.5,2.0,6.907500548660829,1,0.52,2026
911,295,94,2,4.5,3.6,7.492601539206611,1,0.72,2026
912,290,96,1,4.0,5.0,6.991378178191826,0,0.94,2026
913,290,113,3,4.5,3.5,7.405810290710145,1,0.76,2026
914,290,105,1,4.1,2.9,6.8007265637688175,1,0.97,2026
915,290,101,2,2.9,4.0,6.799524419384827,1,0.67,2026
916,291,113,1,4.5,2.5,6.924448588083471,0,0.88,2026
917,340,101,1,3.4,2.4,6.829954019345533,0,0.46,2026
918,293,94,3,2.0,2.5,6.783543499174131,1,0.72,2026
919,299,95,5,3.6,3.4,7.057170432404626,1,0.66,2026
920,291,97,4,5.0,4.4,7.057170432404626,0,0.57,2026
921,290,92,1,4.0,3.0,7.5079436700563305,1,0.65,2026
922,290,105,1,3.5,3.0,6.881434609643795,0,0.7,2026
923,290,101,2,3.0,3.5,7.43375956503567,1,0.72,2026
924,290,105,4,4.5,2.5,7.268395443467467,0,0.66,2026
925,310,98,4,2.5,3.5,6.799524419384827,0,0.77,2026
926,312,107,5,4.5,3.0,6.782920421962151,1,0.67,2026
927,312,118,2,3.0,4.6,6.862380480248276,1,0.69,2026
928,295,99,1,3.5,4.0,6.874764352071046,0,0.71,2026
929,292,95,1,3.0,4.5,6.807337771995126,0,0.66,2026
930,295,92,1,3.4,4.5,7.6761609735000125,1,0.72,2026
931,290,107,1,4.5,3.5,7.462681612169447,0,0.8,2026
932,296,115,5,4.5,2.5,7.7909335060030145,1,0.78,2026
933,305,104,2,3.0,3.5,7.184257917216584,1,0.75,2026
934,302,113,5,4.0,3.5,7.268395443467467,1,0.6,2026
935,294,111,3,2.0,2.0,6.784190346916335,0,0.58,2026
936,290,109,3,5.0,2.5,6.874764352071046,0,0.81,2026
937,299,97,3,4.0,3.0,7.340032023619145,1,0.47,2026
938,290,92,5,5.0,2.0,6.834237647612747,0,0.71,2026
939,300,92,1,4.0,3.9,6.783543499174131,1,0.8,2026
940,292,92,1,3.6,2.0,7.079683873862647,0,0.63,2026
941,315,95,3,4.5,4.5,6.843537970278312,1,0.78,2026
942,290,105,2,2.0,3.0,6.793075764141509,0,0.84,2026
943,326,96,3,3.5,3.0,9.23051980676165,1,0.62,2026
944,312,92,4,2.0,2.5,6.924448588083471,1,0.88,2026
945,290,93,3,3.9,2.9,7.5079436700563305,0,0.85,2026
946,291,120,2,2.6,3.0,6.903505101453517,0,0.62,2026
947,292,120,2,4.5,3.5,6.770432501974651,0,0.59,2026
948,303,94,4,3.9,4.0,7.279806141384241,0,0.74,2026
949,298,109,2,5.1,3.5,6.793075764141509,0,0.75,2026
950,312,104,3,3.5,2.6,6.874764352071046,0,0.83,2026
951,290,118,3,3.9,4.0,6.801967488205503,1,0.84,2026
952,291,113,4,4.1,2.9,6.77314287405219,1,0.88,2026
953,290,101,4,2.0,3.5,7.523544879286968,0,0.38,2026
954,322,95,3,4.0,2.5,7.0292061775535535,0,0.94,2026
955,290,101,2,3.1,4.1,6.813405457132909,0,0.77,2026
956,293,94,2,5.0,3.0,6.843537970278312,1,0.87,2026
957,290,94,3,4.0,3.4,6.770357257767541,0,0.48,2026
958,312,100,2,3.5,2.0,8.489894844185796,0,0.71,2026
959,290,99,4,2.5,5.1,8.489894844185796,0,0.72,2026
960,290,99,2,4.0,4.1,7.419664883919417,1,0.74,2026
961,293,95,4,2.0,4.6,7.751456761146375,0,0.84,2026
962,291,95,4,2.0,3.0,7.120321879298617,1,0.91,2026
963,312,92,5,3.5,4.0,6.787805100021702,0,0.64,2026
964,292,100,1,4.5,3.5,9.23051980676165,0,0.91,2026
965,292,99,4,3.4,2.0,7.605552108541642,0,0.85,2026
966,290,118,1,4.4,1.9,6.881434609643795,0,0.77,2026
967,290,97,2,3.0,4.0,7.984582190675099,1,0.62,2026
968,290,96,1,4.9,4.5,6.786280295070216,0,0.7,2026
969,340,92,1,5.0,3.0,7.448097432752163,0,0.72,2026
970,322,92,1,4.0,3.0,6.77017155281701,0,0.75,2026
971,295,94,1,2.6,5.0,7.895194968734362,1,0.81,2026
972,295,94,5,3.0,3.9,6.938222249351399,0,0.63,2026
973,290,94,1,1.5,2.0,6.853883764909968,1,0.77,2026
974,290,95,2,4.0,3.0,6.776699819996202,1,0.71,2026
975,290,107,4,3.0,2.5,8.74732712363483,1,0.62,2026
976,290,92,5,4.5,3.6,7.268395443467467,1,0.79,2026
977,290,94,5,3.5,2.0,6.815038952342137,1,0.47,2026
978,290,92,1,2.6,3.5,7.049963776231632,0,0.48,2026
979,290,93,5,3.9,1.9,7.315295803984812,1,0.82,2026
980,290,102,4,4.5,3.9,6.991378178191826,1,0.45,2026
981,294,92,1,4.5,2.6,7.0874937339732815,0,0.91,2026
982,326,94,3,4.0,4.0,8.459697010865598,0,0.76,2026
983,298,92,5,4.1,3.0,7.0292061775535535,1,0.76,2026
984,291,118,2,4.0,4.1,6.878058376700926,1,0.69,2026
985,290,105,1,4.9,2.6,6.77056859315449,1,0.78,2026
986,290,93,5,4.9,4.0,6.796141600674998,0,0.86,2026
987,290,92,5,3.0,4.0,6.772766898056234,0,0.62,2026
988,293,92,5,4.5,3.5,9.31255576024166,1,0.72,2026
989,292,96,5,4.0,3.5,6.787029069517822,0,0.58,2026
990,290,105,5,3.9,2.1,6.911590933701602,1,0.85,2026
991,290,99,3,3.0,4.5,9.072790502943759,1,0.73,2026
992,290,113,1,3.9,3.0,6.829954019345533,0,0.7,2026
993,290,94,4,3.1,3.6,6.884894576042474,1,0.88,2026
994,298,93,2,3.1,3.4,7.658078141894146,0,0.64,2026
995,292,96,3,3.5,3.0,7.120321879298617,0,0.51,2026
996,295,92,4,2.5,4.0,7.268395443467467,0,0.71,2026
997,299,120,5,5.0,4.9,6.771020858907713,1,0.65,2026
998,340,92,2,3.4,4.4,6.895792407785914,1,0.48,2026
999,305,96,2,4.0,4.0,7.072028225929056,0,0.69,2026
1000,294,98,4,2.4,4.0,6.83646922570512,1,0.64,2026
